Id-Municipio,Anos,Area-Total-Km,Area-Desmatada-Km,Area-Floresta,Area-Reflorestamento,Municipio,Nome-Regiao,Estado
1100015,2019,7137,2360.4,3046.4,32.4,Alta Floresta D'Oeste,Norte,Rondônia
1100023,2019,4481,3300.8,1090.4,18.9,Ariquemes,Norte,Rondônia
1100031,2019,1322,1003.5,303.5,4.7,Cabixi,Norte,Rondônia
1100049,2019,3821,2529.2,1259.8,6.0,Cacoal,Norte,Rondônia
1100056,2019,2805,819.1,741.5,1.1,Cerejeiras,Norte,Rondônia
1100064,2019,1460,1201.8,204.3,1.9,Colorado do Oeste,Norte,Rondônia
1100072,2019,3081,2172.0,809.6,3.9,Corumbiara,Norte,Rondônia
1100080,2019,5058,1881.3,2597.0,47.6,Costa Marques,Norte,Rondônia
1100098,2019,4551,2123.6,2130.6,6.9,Espigão D'Oeste,Norte,Rondônia
1100106,2019,25260,1551.6,19743.2,22.6,Guajará-Mirim,Norte,Rondônia
1100114,2019,2976,2628.7,302.5,2.3,Jaru,Norte,Rondônia
1100122,2019,6955,2617.6,4235.8,3.4,Ji-Paraná,Norte,Rondônia
1100130,2019,8590,3523.3,4623.4,79.9,Machadinho D'Oeste,Norte,Rondônia
1100148,2019,1167,909.2,192.7,3.6,Nova Brasilândia D'Oeste,Norte,Rondônia
1100155,2019,1990,1833.8,139.1,22.7,Ouro Preto do Oeste,Norte,Rondônia
1100189,2019,6280,2503.1,2725.0,20.5,Pimenta Bueno,Norte,Rondônia
1100205,2019,34631,10617.9,22830.1,419.0,Porto Velho,Norte,Rondônia
1100254,2019,1773,1610.3,135.6,1.1,Presidente Médici,Norte,Rondônia
1100262,2019,1741,1120.7,597.0,10.8,Rio Crespo,Norte,Rondônia
1100288,2019,1471,1330.6,140.4,2.6,Rolim de Moura,Norte,Rondônia
1100296,2019,1207,981.7,225.3,1.5,Santa Luzia D'Oeste,Norte,Rondônia
1100304,2019,11584,1850.4,8046.3,25.5,Vilhena,Norte,Rondônia
1100320,2019,8102,2238.1,4065.7,19.2,São Miguel do Guaporé,Norte,Rondônia
1100338,2019,10241,4045.5,4794.1,150.6,Nova Mamoré,Norte,Rondônia
1100346,2019,3060,1387.2,853.1,2.5,Alvorada D'Oeste,Norte,Rondônia
1100379,2019,3994,1345.6,1717.0,10.5,Alto Alegre dos Parecis,Norte,Rondônia
1100403,2019,2683,1982.2,682.4,46.9,Alto Paraíso,Norte,Rondônia
1100452,2019,3315,2663.8,646.3,31.8,Buritis,Norte,Rondônia
1100502,2019,852,750.0,97.4,1.4,Novo Horizonte do Oeste,Norte,Rondônia
1100601,2019,1985,1499.3,444.6,6.1,Cacaulândia,Norte,Rondônia
1100700,2019,3491,2094.7,1122.1,15.0,Campo Novo de Rondônia,Norte,Rondônia
1100809,2019,6931,2364.3,4185.7,106.4,Candeias do Jamari,Norte,Rondônia
1100908,2019,901,733.9,164.0,1.8,Castanheiras,Norte,Rondônia
1100924,2019,5164,2715.6,2119.6,15.2,Chupinguaia,Norte,Rondônia
1100940,2019,3904,2059.7,1842.1,115.5,Cujubim,Norte,Rondônia
1101005,2019,5131,1386.4,3553.2,5.8,Governador Jorge Teixeira,Norte,Rondônia
1101104,2019,4132,987.8,2934.6,15.1,Itapuã do Oeste,Norte,Rondônia
1101203,2019,804,716.2,87.8,1.2,Ministro Andreazza,Norte,Rondônia
1101302,2019,1205,660.1,330.6,8.0,Mirante da Serra,Norte,Rondônia
1101401,2019,1955,1500.3,410.0,10.8,Monte Negro,Norte,Rondônia
1101435,2019,815,724.7,86.3,21.7,Nova União,Norte,Rondônia
1101450,2019,2568,1194.5,890.1,7.4,Parecis,Norte,Rondônia
1101468,2019,6065,1296.1,2316.7,3.7,Pimenteiras do Oeste,Norte,Rondônia
1101476,2019,610,425.6,90.3,0.3,Primavera de Rondônia,Norte,Rondônia
1101484,2019,547,487.0,60.0,0.6,São Felipe D'Oeste,Norte,Rondônia
1101492,2019,11095,2582.2,5345.1,23.2,São Francisco do Guaporé,Norte,Rondônia
1101500,2019,3821,1357.2,1768.8,53.7,Seringueiras,Norte,Rondônia
1101559,2019,464,442.5,21.5,0.3,Teixeirópolis,Norte,Rondônia
1101609,2019,2217,1777.1,439.5,5.8,Theobroma,Norte,Rondônia
1101708,2019,841,695.4,47.9,0.4,Urupá,Norte,Rondônia
1101757,2019,3166,1297.4,1838.3,9.2,Vale do Anari,Norte,Rondônia
1101807,2019,974,886.2,83.6,1.9,Vale do Paraíso,Norte,Rondônia
1200013,2019,1880,1227.3,652.7,20.4,Acrelândia,Norte,Acre
1200054,2019,5180,316.0,4863.5,22.8,Assis Brasil,Norte,Acre
1200104,2019,4062,1501.1,2560.5,62.3,Brasiléia,Norte,Acre
1200138,2019,3104,1295.0,1808.8,27.1,Bujari,Norte,Acre
1200179,2019,1760,958.3,801.7,28.4,Capixaba,Norte,Acre
1200203,2019,9202,1088.5,8064.2,26.2,Cruzeiro do Sul,Norte,Acre
1200252,2019,1703,901.0,801.9,11.6,Epitaciolândia,Norte,Acre
1200302,2019,29179,1741.2,27420.1,97.7,Feijó,Norte,Acre
1200328,2019,5635,184.4,5450.1,11.8,Jordão,Norte,Acre
1200336,2019,5762,440.1,5214.4,12.9,Mâncio Lima,Norte,Acre
1200344,2019,11118,477.3,10591.2,32.9,Manoel Urbano,Norte,Acre
1200351,2019,8588,281.7,8305.6,14.6,Marechal Thaumaturgo,Norte,Acre
1200385,2019,1988,1493.3,494.7,9.3,Plácido de Castro,Norte,Acre
1200393,2019,6661,230.5,6427.5,9.4,Porto Walter,Norte,Acre
1200401,2019,9113,2881.9,6231.0,82.6,Rio Branco,Norte,Acre
1200427,2019,3246,535.2,2706.1,14.2,Rodrigues Alves,Norte,Acre
1200435,2019,6350,104.5,6210.5,7.3,Santa Rosa do Purus,Norte,Acre
1200450,2019,2384,1733.4,650.6,6.8,Senador Guiomard,Norte,Acre
1200500,2019,24599,2085.5,22510.5,83.1,Sena Madureira,Norte,Acre
1200609,2019,21156,1686.8,19454.4,70.6,Tarauacá,Norte,Acre
1200708,2019,5511,1498.1,4012.9,62.3,Xapuri,Norte,Acre
1200807,2019,2703,1372.0,1331.0,23.6,Porto Acre,Norte,Acre
1300029,2019,6027,347.2,5463.3,2.9,Alvarães,Norte,Amazonas
1300060,2019,4903,117.1,3313.5,0.0,Amaturá,Norte,Amazonas
1300086,2019,2473,202.3,1999.9,0.4,Anamã,Norte,Amazonas
1300102,2019,5852,83.5,4692.9,0.0,Anori,Norte,Amazonas
1300144,2019,54490,2910.6,50750.2,288.7,Apuí,Norte,Amazonas
1300201,2019,80005,248.2,79222.9,2.7,Atalaia do Norte,Norte,Amazonas
1300300,2019,7636,1379.5,4776.3,35.0,Autazes,Norte,Amazonas
1300409,2019,124163,221.8,94982.2,11.6,Barcelos,Norte,Amazonas
1300508,2019,5760,811.8,3561.2,3.8,Barreirinha,Norte,Amazonas
1300607,2019,9146,193.6,8743.7,0.9,Benjamin Constant,Norte,Amazonas
1300631,2019,17411,229.1,15663.3,2.8,Beruri,Norte,Amazonas
1300680,2019,2588,211.4,1117.6,1.1,Boa Vista do Ramos,Norte,Amazonas
1300706,2019,22595,2770.4,19642.2,148.1,Boca do Acre,Norte,Amazonas
1300805,2019,44452,567.2,41308.5,11.3,Borba,Norte,Amazonas
1300839,2019,9550,250.7,8658.0,1.3,Caapiranga,Norte,Amazonas
1300904,2019,30278,1213.8,27779.0,60.6,Canutama,Norte,Amazonas
1301001,2019,26469,299.2,25598.1,0.6,Carauari,Norte,Amazonas
1301100,2019,6127,1132.2,4419.5,2.6,Careiro,Norte,Amazonas
1301159,2019,2641,578.8,726.4,11.8,Careiro da Várzea,Norte,Amazonas
1301209,2019,58828,791.2,52954.4,3.7,Coari,Norte,Amazonas
1301308,2019,18944,274.7,16480.5,2.5,Codajás,Norte,Amazonas
1301407,2019,15608,394.2,14654.4,3.7,Eirunepé,Norte,Amazonas
1301506,2019,7793,332.0,7384.8,14.2,Envira,Norte,Amazonas
1301605,2019,12392,106.5,9086.4,0.7,Fonte Boa,Norte,Amazonas
1301654,2019,7984,532.9,7237.0,20.0,Guajará,Norte,Amazonas
1301704,2019,33428,918.7,28608.8,89.7,Humaitá,Norte,Amazonas
1301803,2019,12595,257.8,12200.4,8.2,Ipixuna,Norte,Amazonas
1301852,2019,2229,497.1,618.4,0.8,Iranduba,Norte,Amazonas
1301902,2019,8927,1804.2,4627.3,14.1,Itacoatiara,Norte,Amazonas
1301951,2019,26042,137.0,25591.6,1.0,Itamarati,Norte,Amazonas
1302009,2019,4245,142.4,3774.6,0.9,Itapiranga,Norte,Amazonas
1302108,2019,57555,61.6,46869.4,0.5,Japurá,Norte,Amazonas
1302207,2019,19849,156.8,17618.4,0.4,Juruá,Norte,Amazonas
1302306,2019,71756,270.5,67204.4,12.2,Jutaí,Norte,Amazonas
1302405,2019,69672,5175.3,62257.5,390.2,Lábrea,Norte,Amazonas
1302504,2019,7381,819.4,3578.7,4.9,Manacapuru,Norte,Amazonas
1302553,2019,4001,502.5,2713.5,1.5,Manaquiri,Norte,Amazonas
1302603,2019,11473,1269.1,6972.3,6.1,Manaus,Norte,Amazonas
1302702,2019,48689,2174.6,34525.0,82.0,Manicoré,Norte,Amazonas
1302801,2019,17221,124.5,13851.3,1.1,Maraã,Norte,Amazonas
1302900,2019,40090,1448.8,36259.0,16.2,Maués,Norte,Amazonas
1303007,2019,14132,502.5,12084.3,3.0,Nhamundá,Norte,Amazonas
1303106,2019,5625,446.2,4450.5,6.0,Nova Olinda do Norte,Norte,Amazonas
1303205,2019,38114,128.1,35550.9,4.0,Novo Airão,Norte,Amazonas
1303304,2019,41452,1710.1,35985.5,232.4,Novo Aripuanã,Norte,Amazonas
1303403,2019,5958,990.0,1532.7,3.5,Parintins,Norte,Amazonas
1303502,2019,42877,295.5,42274.1,10.7,Pauini,Norte,Amazonas
1303536,2019,25568,787.2,20343.5,9.7,Presidente Figueiredo,Norte,Amazonas
1303569,2019,5838,589.2,5057.7,3.8,Rio Preto da Eva,Norte,Amazonas
1303601,2019,64130,223.9,57985.8,3.4,Santa Isabel do Rio Negro,Norte,Amazonas
1303700,2019,12737,143.3,10619.6,0.7,Santo Antônio do Içá,Norte,Amazonas
1303809,2019,112476,1218.8,88246.8,7.7,São Gabriel da Cachoeira,Norte,Amazonas
1303908,2019,20467,187.5,18302.8,3.1,São Paulo de Olivença,Norte,Amazonas
1303957,2019,10776,224.7,9832.4,2.6,São Sebastião do Uatumã,Norte,Amazonas
1304005,2019,3758,441.0,2589.6,1.6,Silves,Norte,Amazonas
1304062,2019,3343,167.5,3102.1,2.2,Tabatinga,Norte,Amazonas
1304104,2019,90962,376.8,86480.0,23.5,Tapauá,Norte,Amazonas
1304203,2019,24186,691.7,22242.0,7.9,Tefé,Norte,Amazonas
1304237,2019,6619,94.0,5733.6,0.2,Tonantins,Norte,Amazonas
1304260,2019,10448,272.6,9182.5,2.6,Uarini,Norte,Amazonas
1304302,2019,28012,347.2,26383.3,1.3,Urucará,Norte,Amazonas
1304401,2019,2915,97.6,127.4,0.4,Urucurituba,Norte,Amazonas
1400027,2019,28786,407.5,21173.0,23.7,Amajari,Norte,Roraima
1400050,2019,25869,847.8,19954.1,25.9,Alto Alegre,Norte,Roraima
1400100,2019,5726,21.8,228.3,0.1,Boa Vista,Norte,Roraima
1400159,2019,8141,413.6,1546.1,12.6,Bonfim,Norte,Roraima
1400175,2019,7715,1678.7,5128.3,85.7,Cantá,Norte,Roraima
1400209,2019,47818,1277.5,30236.8,100.3,Caracaraí,Norte,Roraima
1400233,2019,12120,1088.2,10928.1,37.0,Caroebe,Norte,Roraima
1400282,2019,14271,888.9,12337.5,62.6,Iracema,Norte,Roraima
1400308,2019,12878,2000.3,10642.2,82.9,Mucajaí,Norte,Roraima
1400407,2019,7003,19.5,357.5,0.0,Normandia,Norte,Roraima
1400456,2019,8083,78.9,1303.3,2.2,Pacaraima,Norte,Roraima
1400472,2019,33847,1373.3,23754.5,98.3,Rorainópolis,Norte,Roraima
1400506,2019,4305,563.8,3735.4,10.7,São João da Baliza,Norte,Roraima
1400605,2019,1537,600.9,934.0,10.7,São Luiz,Norte,Roraima
1400704,2019,8117,50.4,1504.9,2.1,Uiramutã,Norte,Roraima
1500107,2019,1617,697.2,492.6,0.3,Abaetetuba,Norte,Pará
1500131,2019,616,571.9,44.1,4.2,Abel Figueiredo,Norte,Pará
1500206,2019,4361,2421.3,1825.9,18.3,Acará,Norte,Pará
1500305,2019,8382,29.2,4925.6,0.1,Afuá,Norte,Pará
1500347,2019,7125,4674.0,2323.1,9.7,Água Azul do Norte,Norte,Pará
1500404,2019,22286,1506.8,15154.7,17.9,Alenquer,Norte,Pará
1500503,2019,72964,1899.6,60061.8,30.0,Almeirim,Norte,Pará
1500602,2019,159540,9737.3,144373.8,575.4,Altamira,Norte,Pará
1500701,2019,6940,177.4,6120.3,0.4,Anajás,Norte,Pará
1500800,2019,185,87.3,79.3,0.0,Ananindeua,Norte,Pará
1500859,2019,11910,2820.3,8909.4,218.3,Anapu,Norte,Pará
1500909,2019,1100,728.8,290.2,0.0,Augusto Corrêa,Norte,Pará
1500958,2019,1824,1562.8,243.9,1.3,Aurora do Pará,Norte,Pará
1501006,2019,17089,1363.8,14887.5,45.0,Aveiro,Norte,Pará
1501105,2019,4403,212.3,3865.2,2.3,Bagre,Norte,Pará
1501204,2019,3768,1630.7,1426.0,7.3,Baião,Norte,Pará
1501253,2019,2964,2197.0,704.5,2.4,Bannach,Norte,Pará
1501303,2019,1316,334.1,452.3,0.1,Barcarena,Norte,Pará
1501402,2019,1070,252.0,229.6,1.2,Belém,Norte,Pará
1501451,2019,4399,837.4,2956.1,5.2,Belterra,Norte,Pará
1501501,2019,189,125.4,55.3,0.1,Benevides,Norte,Pará
1501576,2019,2827,1789.8,928.0,7.4,Bom Jesus do Tocantins,Norte,Pará
1501600,2019,590,544.0,46.0,0.0,Bonito,Norte,Pará
1501709,2019,2107,1725.0,288.2,0.2,Bragança,Norte,Pará
1501725,2019,6368,2716.3,3646.7,26.1,Brasil Novo,Norte,Pará
1501758,2019,1292,1072.1,163.4,1.2,Brejo Grande do Araguaia,Norte,Pará
1501782,2019,3953,2840.5,848.7,9.4,Breu Branco,Norte,Pará
1501808,2019,9572,546.6,7903.1,1.8,Breves,Norte,Pará
1501907,2019,1010,666.8,272.1,0.2,Bujaru,Norte,Pará
1501956,2019,2465,1518.6,938.0,22.1,Cachoeira do Piriá,Norte,Pará
1502004,2019,3115,73.7,307.9,0.0,Cachoeira do Arari,Norte,Pará
1502103,2019,3090,1118.6,865.2,0.1,Cametá,Norte,Pará
1502152,2019,3156,1746.2,1304.1,1.2,Canaã dos Carajás,Norte,Pará
1502202,2019,619,518.6,68.5,0.1,Capanema,Norte,Pará
1502301,2019,2924,2577.8,342.4,1.6,Capitão Poço,Norte,Pará
1502400,2019,1034,906.4,126.5,0.2,Castanhal,Norte,Pará
1502509,2019,13116,99.8,3561.2,0.3,Chaves,Norte,Pará
1502608,2019,612,90.7,132.8,0.0,Colares,Norte,Pará
1502707,2019,5847,3101.2,753.9,8.9,Conceição do Araguaia,Norte,Pará
1502756,2019,695,613.7,81.0,0.3,Concórdia do Pará,Norte,Pará
1502764,2019,17105,7411.4,8257.6,43.7,Cumaru do Norte,Norte,Pará
1502772,2019,2375,2064.5,305.9,2.7,Curionópolis,Norte,Pará
1502806,2019,3626,205.3,2808.6,1.7,Curralinho,Norte,Pará
1502855,2019,1430,368.6,321.7,11.1,Curuá,Norte,Pará
1502905,2019,675,275.3,322.0,0.7,Curuçá,Norte,Pará
1502939,2019,5296,3513.1,1782.9,13.2,Dom Eliseu,Norte,Pará
1502954,2019,2968,2758.3,209.7,3.5,Eldorado do Carajás,Norte,Pará
1503002,2019,11794,250.9,11236.1,1.2,Faro,Norte,Pará
1503044,2019,3454,1925.1,305.8,3.1,Floresta do Araguaia,Norte,Pará
1503077,2019,1610,1437.4,172.6,0.6,Garrafão do Norte,Norte,Pará
1503093,2019,7048,3937.7,2629.0,30.1,Goianésia do Pará,Norte,Pará
1503101,2019,8550,123.9,6155.3,5.1,Gurupá,Norte,Pará
1503200,2019,789,688.5,93.3,0.0,Igarapé-Açu,Norte,Pará
1503309,2019,2004,483.1,995.8,0.8,Igarapé-Miri,Norte,Pará
1503408,2019,476,327.9,116.1,0.2,Inhangapi,Norte,Pará
1503457,2019,5245,2793.9,2418.5,7.4,Ipixuna do Pará,Norte,Pará
1503507,2019,1387,1216.7,149.8,0.1,Irituia,Norte,Pará
1503606,2019,62095,5834.2,54814.1,169.3,Itaituba,Norte,Pará
1503705,2019,7901,4948.4,2835.1,35.0,Itupiranga,Norte,Pará
1503754,2019,53397,1693.9,45780.4,93.8,Jacareacanga,Norte,Pará
1503804,2019,2013,1482.0,266.7,3.7,Jacundá,Norte,Pará
1503903,2019,8308,1221.5,5274.5,16.4,Juruti,Norte,Pará
1504000,2019,1494,62.1,873.2,0.0,Limoeiro do Ajuru,Norte,Pará
1504059,2019,471,449.9,19.7,0.0,Mãe do Rio,Norte,Pará
1504109,2019,326,164.0,130.5,0.2,Magalhães Barata,Norte,Pará
1504208,2019,15161,8794.8,6244.0,68.0,Marabá,Norte,Pará
1504307,2019,860,331.2,351.1,1.6,Maracanã,Norte,Pará
1504406,2019,795,404.3,239.3,0.0,Marapanim,Norte,Pará
1504422,2019,103,66.0,29.8,0.1,Marituba,Norte,Pará
1504455,2019,8272,2367.3,5903.9,112.9,Medicilândia,Norte,Pará
1504505,2019,6781,168.3,5835.9,2.6,Melgaço,Norte,Pará
1504604,2019,872,493.7,135.2,0.1,Mocajuba,Norte,Pará
1504703,2019,9129,4458.3,4424.7,28.0,Moju,Norte,Pará
1504802,2019,19516,4355.7,10753.2,27.8,Monte Alegre,Norte,Pará
1504901,2019,3776,100.9,1828.1,0.0,Muaná,Norte,Pará
1504950,2019,2829,1576.2,1252.8,4.4,Nova Esperança do Piriá,Norte,Pará
1504976,2019,1569,1169.9,182.7,6.1,Nova Ipixuna,Norte,Pará
1505007,2019,492,379.2,89.3,0.0,Nova Timboteua,Norte,Pará
1505031,2019,38183,6490.0,28161.0,200.9,Novo Progresso,Norte,Pará
1505064,2019,15432,8267.9,5995.0,141.2,Novo Repartimento,Norte,Pará
1505106,2019,28031,1979.3,18174.5,35.0,Óbidos,Norte,Pará
1505205,2019,3863,785.5,2405.8,2.7,Oeiras do Pará,Norte,Pará
1505304,2019,107782,1587.5,95008.2,20.9,Oriximiná,Norte,Pará
1505403,2019,565,500.5,62.8,0.3,Ourém,Norte,Pará
1505437,2019,14357,1738.4,9445.6,16.6,Ourilândia do Norte,Norte,Pará
1505486,2019,11851,6238.9,5612.1,312.3,Pacajá,Norte,Pará
1505494,2019,985,828.7,130.4,1.2,Palestina do Pará,Norte,Pará
1505502,2019,19465,8817.7,10604.2,25.9,Paragominas,Norte,Pará
1505536,2019,6968,1331.7,5548.9,4.5,Parauapebas,Norte,Pará
1505551,2019,1674,940.7,321.6,1.4,Pau D'Arco,Norte,Pará
1505601,2019,454,363.7,69.5,0.0,Peixe-Boi,Norte,Pará
1505635,2019,3322,2930.6,327.5,2.0,Piçarra,Norte,Pará
1505650,2019,7173,2387.8,4785.0,104.8,Placas,Norte,Pará
1505700,2019,3378,52.3,608.7,0.0,Ponta de Pedras,Norte,Pará
1505809,2019,25425,2430.2,21590.8,254.4,Portel,Norte,Pará
1505908,2019,17427,1158.0,11679.6,41.8,Porto de Moz,Norte,Pará
1506005,2019,14785,1981.1,8288.4,74.3,Prainha,Norte,Pará
1506104,2019,261,179.0,64.7,0.0,Primavera,Norte,Pará
1506112,2019,326,82.1,156.2,0.0,Quatipuru,Norte,Pará
1506138,2019,3830,2664.5,460.5,1.3,Redenção,Norte,Pará
1506161,2019,4122,3420.8,565.1,6.1,Rio Maria,Norte,Pará
1506187,2019,8286,5631.4,2654.6,34.2,Rondon do Pará,Norte,Pará
1506195,2019,7025,2162.2,4815.0,108.8,Rurópolis,Norte,Pará
1506203,2019,219,34.3,119.3,1.2,Salinópolis,Norte,Pará
1506302,2019,1048,117.1,158.2,0.3,Salvaterra,Norte,Pará
1506351,2019,279,160.7,98.7,0.4,Santa Bárbara do Pará,Norte,Pará
1506401,2019,1078,0.0,5.7,0.0,Santa Cruz do Arari,Norte,Pará
1506500,2019,720,537.8,157.3,0.0,Santa Isabel do Pará,Norte,Pará
1506559,2019,1367,1250.7,116.3,0.2,Santa Luzia do Pará,Norte,Pará
1506583,2019,10351,5984.4,1808.7,28.6,Santa Maria das Barreiras,Norte,Pará
1506609,2019,460,415.8,44.2,0.0,Santa Maria do Pará,Norte,Pará
1506708,2019,11609,7274.9,3460.8,23.3,Santana do Araguaia,Norte,Pará
1506807,2019,22890,4869.9,13224.8,65.4,Santarém,Norte,Pará
1506906,2019,230,149.1,70.2,0.2,Santarém Novo,Norte,Pará
1507003,2019,540,325.1,111.2,0.0,Santo Antônio do Tauá,Norte,Pará
1507102,2019,752,234.8,194.9,0.2,São Caetano de Odivelas,Norte,Pará
1507151,2019,1397,1297.1,99.9,1.5,São Domingos do Araguaia,Norte,Pará
1507201,2019,1686,1355.7,279.2,0.5,São Domingos do Capim,Norte,Pará
1507300,2019,84253,19277.8,60248.2,543.9,São Félix do Xingu,Norte,Pará
1507409,2019,480,418.1,60.5,0.0,São Francisco do Pará,Norte,Pará
1507458,2019,3181,2505.0,332.7,1.5,São Geraldo do Araguaia,Norte,Pará
1507466,2019,197,110.7,73.3,0.5,São João da Ponta,Norte,Pará
1507474,2019,703,212.7,336.7,2.0,São João de Pirabas,Norte,Pará
1507508,2019,1288,945.6,152.6,5.3,São João do Araguaia,Norte,Pará
1507607,2019,1117,890.9,178.7,0.2,São Miguel do Guamá,Norte,Pará
1507706,2019,1636,124.1,1220.9,0.1,São Sebastião da Boa Vista,Norte,Pará
1507755,2019,1300,1170.7,129.3,4.6,Sapucaia,Norte,Pará
1507805,2019,14389,1420.5,12496.3,328.2,Senador José Porfírio,Norte,Pará
1507904,2019,3528,35.3,219.6,0.0,Soure,Norte,Pará
1507953,2019,4451,2305.6,2145.4,20.0,Tailândia,Norte,Pará
1507961,2019,209,172.5,36.5,0.2,Terra Alta,Norte,Pará
1507979,2019,1900,366.2,751.0,4.6,Terra Santa,Norte,Pará
1508001,2019,5169,3021.3,2147.2,13.6,Tomé-Açu,Norte,Pará
1508035,2019,858,469.7,178.7,0.4,Tracuateua,Norte,Pará
1508050,2019,11997,1575.5,10318.4,112.1,Trairão,Norte,Pará
1508084,2019,2513,2301.0,204.4,5.3,Tucumã,Norte,Pará
1508100,2019,2095,841.1,771.1,8.2,Tucuruí,Norte,Pará
1508126,2019,5122,3564.7,1557.3,18.3,Ulianópolis,Norte,Pará
1508159,2019,10794,3642.6,7151.2,154.4,Uruará,Norte,Pará
1508209,2019,536,219.5,138.7,0.2,Vigia,Norte,Pará
1508308,2019,4971,3493.4,1344.9,9.4,Viseu,Norte,Pará
1508357,2019,3136,2003.4,983.1,7.3,Vitória do Xingu,Norte,Pará
1508407,2019,3793,3381.1,394.3,1.2,Xinguara,Norte,Pará
1600055,2019,7762,73.3,6969.1,0.6,Serra do Navio,Norte,Amapá
1600105,2019,9186,110.4,2345.3,0.7,Amapá,Norte,Amapá
1600154,2019,9495,251.7,8604.5,4.8,Pedra Branca do Amapari,Norte,Amapá
1600204,2019,14283,196.4,8504.4,2.1,Calçoene,Norte,Amapá
1600212,2019,2117,188.0,404.9,0.8,Cutias,Norte,Amapá
1600238,2019,5047,145.4,2946.8,1.4,Ferreira Gomes,Norte,Amapá
1600253,2019,1704,95.4,350.5,0.2,Itaubal,Norte,Amapá
1600279,2019,30974,202.0,27494.9,1.5,Laranjal do Jari,Norte,Amapá
1600303,2019,6419,422.4,1788.5,7.1,Macapá,Norte,Amapá
1600402,2019,13140,131.6,10382.9,2.4,Mazagão,Norte,Amapá
1600501,2019,22642,224.0,14065.4,7.3,Oiapoque,Norte,Amapá
1600535,2019,4407,367.9,3108.0,2.7,Porto Grande,Norte,Amapá
1600550,2019,4965,85.4,3011.0,1.7,Pracuúba,Norte,Amapá
1600600,2019,1578,76.4,483.4,0.2,Santana,Norte,Amapá
1600709,2019,6718,332.3,2728.7,5.5,Tartarugalzinho,Norte,Amapá
1600808,2019,2481,210.1,1761.5,0.5,Vitória do Jari,Norte,Amapá
1700251,2019,1900,9.9,45.8,0.0,Abreulândia,Norte,Tocantins
1700301,2019,236,110.9,18.7,2.0,Aguiarnópolis,Norte,Tocantins
1700350,2019,1585,0.0,0.0,0.0,Aliança do Tocantins,Norte,Tocantins
1700400,2019,4041,0.0,0.0,0.0,Almas,Norte,Tocantins
1700707,2019,1216,0.0,0.0,0.0,Alvorada,Norte,Tocantins
1701002,2019,1587,1167.4,183.4,0.3,Ananás,Norte,Tocantins
1701051,2019,453,204.1,26.3,2.2,Angico,Norte,Tocantins
1701101,2019,1166,0.0,0.0,0.0,Aparecida do Rio Negro,Norte,Tocantins
1701309,2019,1180,1021.7,129.6,0.3,Aragominas,Norte,Tocantins
1701903,2019,2786,64.9,405.0,0.1,Araguacema,Norte,Tocantins
1702000,2019,5183,0.0,80.5,0.0,Araguaçu,Norte,Tocantins
1702109,2019,4019,2699.6,397.9,2.1,Araguaína,Norte,Tocantins
1702158,2019,838,744.2,66.0,0.1,Araguanã,Norte,Tocantins
1702208,2019,2642,1842.0,194.3,2.2,Araguatins,Norte,Tocantins
1702307,2019,1558,1468.9,65.1,0.3,Arapoema,Norte,Tocantins
1702406,2019,5827,0.0,12.9,0.0,Arraias,Norte,Tocantins
1702554,2019,397,383.3,13.2,0.3,Augustinópolis,Norte,Tocantins
1702703,2019,756,0.0,1.5,0.0,Aurora do Tocantins,Norte,Tocantins
1702901,2019,150,140.2,9.8,0.0,Axixá do Tocantins,Norte,Tocantins
1703008,2019,1796,3.5,0.0,0.0,Babaçulândia,Norte,Tocantins
1703057,2019,1548,1500.6,47.2,0.2,Bandeirantes do Tocantins,Norte,Tocantins
1703073,2019,1112,0.0,0.0,0.0,Barra do Ouro,Norte,Tocantins
1703107,2019,715,0.0,0.1,0.0,Barrolândia,Norte,Tocantins
1703206,2019,930,895.1,20.8,0.0,Bernardo Sayão,Norte,Tocantins
1703305,2019,1338,7.5,6.9,0.0,Bom Jesus do Tocantins,Norte,Tocantins
1703602,2019,643,219.3,4.6,0.0,Brasilândia do Tocantins,Norte,Tocantins
1703701,2019,1731,0.0,0.0,0.0,Brejinho de Nazaré,Norte,Tocantins
1703800,2019,250,214.1,1.1,0.0,Buriti do Tocantins,Norte,Tocantins
1703826,2019,354,111.0,35.7,0.1,Cachoeirinha,Norte,Tocantins
1703842,2019,3266,0.1,1.5,0.0,Campos Lindos,Norte,Tocantins
1703867,2019,1130,0.0,0.0,0.0,Cariri do Tocantins,Norte,Tocantins
1703883,2019,340,308.1,31.9,0.1,Carmolândia,Norte,Tocantins
1703891,2019,194,131.3,0.6,0.0,Carrasco Bonito,Norte,Tocantins
1703909,2019,1697,309.5,274.4,0.3,Caseara,Norte,Tocantins
1704105,2019,1967,0.0,0.0,0.0,Centenário,Norte,Tocantins
1704600,2019,661,2.1,10.0,0.0,Chapada de Areia,Norte,Tocantins
1705102,2019,1655,0.0,0.0,0.0,Chapada da Natividade,Norte,Tocantins
1705508,2019,847,663.1,4.0,0.0,Colinas do Tocantins,Norte,Tocantins
1705557,2019,211,0.0,16.6,0.0,Combinado,Norte,Tocantins
1705607,2019,2519,0.0,0.0,0.0,Conceição do Tocantins,Norte,Tocantins
1706001,2019,1591,235.3,86.1,0.1,Couto Magalhães,Norte,Tocantins
